customer_id,cluster,segment
4730,3,Core Everyday Shoppers
4731,3,Core Everyday Shoppers
4733,0,High-Value Families
4735,3,Core Everyday Shoppers
4736,2,Tech-Savvy Singles
4737,3,Core Everyday Shoppers
4739,0,High-Value Families
4741,0,High-Value Families
4742,0,High-Value Families
4744,0,High-Value Families
4745,3,Core Everyday Shoppers
4747,0,High-Value Families
4748,4,Pet and Home Essentials
4749,4,Pet and Home Essentials
4750,0,High-Value Families
4751,3,Core Everyday Shoppers
4753,1,Budget-Conscious Shoppers
4754,1,Budget-Conscious Shoppers
4755,3,Core Everyday Shoppers
4756,3,Core Everyday Shoppers
4757,0,High-Value Families
4759,4,Pet and Home Essentials
4760,3,Core Everyday Shoppers
4761,0,High-Value Families
4762,3,Core Everyday Shoppers
4764,3,Core Everyday Shoppers
4765,0,High-Value Families
4766,3,Core Everyday Shoppers
4767,3,Core Everyday Shoppers
4768,3,Core Everyday Shoppers
4769,3,Core Everyday Shoppers
4771,0,High-Value Families
4772,3,Core Everyday Shoppers
4774,4,Pet and Home Essentials
4775,3,Core Everyday Shoppers
4776,1,Budget-Conscious Shoppers
4777,2,Tech-Savvy Singles
4778,3,Core Everyday Shoppers
4779,2,Tech-Savvy Singles
4781,4,Pet and Home Essentials
4782,3,Core Everyday Shoppers
4783,0,High-Value Families
4784,3,Core Everyday Shoppers
4785,4,Pet and Home Essentials
4786,3,Core Everyday Shoppers
4787,4,Pet and Home Essentials
4790,4,Pet and Home Essentials
4791,3,Core Everyday Shoppers
4792,3,Core Everyday Shoppers
4795,3,Core Everyday Shoppers
4796,4,Pet and Home Essentials
4797,3,Core Everyday Shoppers
4798,0,High-Value Families
4799,3,Core Everyday Shoppers
4801,3,Core Everyday Shoppers
4802,2,Tech-Savvy Singles
4803,4,Pet and Home Essentials
4804,3,Core Everyday Shoppers
4805,4,Pet and Home Essentials
4806,3,Core Everyday Shoppers
4807,3,Core Everyday Shoppers
4808,4,Pet and Home Essentials
4809,4,Pet and Home Essentials
4810,0,High-Value Families
4811,3,Core Everyday Shoppers
4812,2,Tech-Savvy Singles
4813,3,Core Everyday Shoppers
4814,3,Core Everyday Shoppers
4815,3,Core Everyday Shoppers
4817,0,High-Value Families
4818,4,Pet and Home Essentials
4819,3,Core Everyday Shoppers
4820,1,Budget-Conscious Shoppers
4821,3,Core Everyday Shoppers
4824,3,Core Everyday Shoppers
4826,0,High-Value Families
4827,0,High-Value Families
4828,3,Core Everyday Shoppers
4829,3,Core Everyday Shoppers
4830,3,Core Everyday Shoppers
4831,4,Pet and Home Essentials
4833,4,Pet and Home Essentials
4834,0,High-Value Families
4835,4,Pet and Home Essentials
4836,3,Core Everyday Shoppers
4837,2,Tech-Savvy Singles
4839,4,Pet and Home Essentials
4840,0,High-Value Families
4841,3,Core Everyday Shoppers
4842,3,Core Everyday Shoppers
4844,1,Budget-Conscious Shoppers
4846,2,Tech-Savvy Singles
4847,4,Pet and Home Essentials
4848,4,Pet and Home Essentials
4849,3,Core Everyday Shoppers
4851,3,Core Everyday Shoppers
4852,3,Core Everyday Shoppers
4853,0,High-Value Families
4854,0,High-Value Families
4855,2,Tech-Savvy Singles
4856,0,High-Value Families
4857,1,Budget-Conscious Shoppers
4860,3,Core Everyday Shoppers
4862,0,High-Value Families
4863,1,Budget-Conscious Shoppers
4864,2,Tech-Savvy Singles
4865,0,High-Value Families
4866,0,High-Value Families
4868,3,Core Everyday Shoppers
4869,1,Budget-Conscious Shoppers
4871,3,Core Everyday Shoppers
4872,4,Pet and Home Essentials
4874,4,Pet and Home Essentials
4875,3,Core Everyday Shoppers
4876,4,Pet and Home Essentials
4877,2,Tech-Savvy Singles
4878,3,Core Everyday Shoppers
4879,4,Pet and Home Essentials
4880,4,Pet and Home Essentials
4881,3,Core Everyday Shoppers
4882,3,Core Everyday Shoppers
4884,4,Pet and Home Essentials
4885,3,Core Everyday Shoppers
4886,0,High-Value Families
4889,1,Budget-Conscious Shoppers
4890,1,Budget-Conscious Shoppers
4891,0,High-Value Families
4892,3,Core Everyday Shoppers
4893,3,Core Everyday Shoppers
4894,2,Tech-Savvy Singles
4896,0,High-Value Families
4897,0,High-Value Families
4898,4,Pet and Home Essentials
4899,3,Core Everyday Shoppers
4900,3,Core Everyday Shoppers
4901,4,Pet and Home Essentials
4902,1,Budget-Conscious Shoppers
4903,3,Core Everyday Shoppers
4904,3,Core Everyday Shoppers
4905,0,High-Value Families
4906,2,Tech-Savvy Singles
4907,1,Budget-Conscious Shoppers
4909,3,Core Everyday Shoppers
4910,2,Tech-Savvy Singles
4911,3,Core Everyday Shoppers
4912,4,Pet and Home Essentials
4913,4,Pet and Home Essentials
4914,4,Pet and Home Essentials
4916,4,Pet and Home Essentials
4918,4,Pet and Home Essentials
4919,3,Core Everyday Shoppers
4920,3,Core Everyday Shoppers
4921,2,Tech-Savvy Singles
4922,4,Pet and Home Essentials
4924,1,Budget-Conscious Shoppers
4925,3,Core Everyday Shoppers
4926,4,Pet and Home Essentials
4927,2,Tech-Savvy Singles
4928,3,Core Everyday Shoppers
4929,3,Core Everyday Shoppers
4930,1,Budget-Conscious Shoppers
4931,0,High-Value Families
4932,0,High-Value Families
4933,1,Budget-Conscious Shoppers
4934,1,Budget-Conscious Shoppers
4935,1,Budget-Conscious Shoppers
4936,4,Pet and Home Essentials
4937,3,Core Everyday Shoppers
4938,3,Core Everyday Shoppers
4939,4,Pet and Home Essentials
4940,3,Core Everyday Shoppers
4942,3,Core Everyday Shoppers
4943,0,High-Value Families
4944,0,High-Value Families
4945,4,Pet and Home Essentials
4946,4,Pet and Home Essentials
4948,4,Pet and Home Essentials
4949,0,High-Value Families
4950,0,High-Value Families
4952,4,Pet and Home Essentials
4953,4,Pet and Home Essentials
4954,0,High-Value Families
4955,0,High-Value Families
4956,3,Core Everyday Shoppers
4958,0,High-Value Families
4959,2,Tech-Savvy Singles
4960,3,Core Everyday Shoppers
4962,4,Pet and Home Essentials
4963,3,Core Everyday Shoppers
4964,3,Core Everyday Shoppers
4965,4,Pet and Home Essentials
4966,3,Core Everyday Shoppers
4967,3,Core Everyday Shoppers
4969,3,Core Everyday Shoppers
4970,1,Budget-Conscious Shoppers
4972,0,High-Value Families
4973,0,High-Value Families
4974,3,Core Everyday Shoppers
4975,4,Pet and Home Essentials
4976,4,Pet and Home Essentials
4978,3,Core Everyday Shoppers
4979,0,High-Value Families
4981,4,Pet and Home Essentials
4982,4,Pet and Home Essentials
4983,3,Core Everyday Shoppers
4984,0,High-Value Families
4986,3,Core Everyday Shoppers
4988,0,High-Value Families
4989,0,High-Value Families
4992,0,High-Value Families
4993,4,Pet and Home Essentials
4994,1,Budget-Conscious Shoppers
4995,4,Pet and Home Essentials
4996,3,Core Everyday Shoppers
4998,0,High-Value Families
4999,3,Core Everyday Shoppers
5000,2,Tech-Savvy Singles
5001,0,High-Value Families
5002,2,Tech-Savvy Singles
5003,4,Pet and Home Essentials
5004,4,Pet and Home Essentials
5005,1,Budget-Conscious Shoppers
5006,2,Tech-Savvy Singles
5007,4,Pet and Home Essentials
5008,0,High-Value Families
5009,3,Core Everyday Shoppers
5010,4,Pet and Home Essentials
5012,2,Tech-Savvy Singles
5013,4,Pet and Home Essentials
5015,3,Core Everyday Shoppers
5016,3,Core Everyday Shoppers
5017,3,Core Everyday Shoppers
5021,3,Core Everyday Shoppers
5022,3,Core Everyday Shoppers
5023,4,Pet and Home Essentials
5024,1,Budget-Conscious Shoppers
5025,1,Budget-Conscious Shoppers
5026,0,High-Value Families
5027,2,Tech-Savvy Singles
5028,3,Core Everyday Shoppers
5029,0,High-Value Families
5030,1,Budget-Conscious Shoppers
5031,4,Pet and Home Essentials
5034,3,Core Everyday Shoppers
5035,2,Tech-Savvy Singles
5036,0,High-Value Families
5037,3,Core Everyday Shoppers
5038,3,Core Everyday Shoppers
5039,3,Core Everyday Shoppers
5040,4,Pet and Home Essentials
5041,3,Core Everyday Shoppers
5042,0,High-Value Families
5043,2,Tech-Savvy Singles
5044,0,High-Value Families
5045,3,Core Everyday Shoppers
5046,3,Core Everyday Shoppers
5048,4,Pet and Home Essentials
5049,3,Core Everyday Shoppers
5050,4,Pet and Home Essentials
5051,3,Core Everyday Shoppers
5052,3,Core Everyday Shoppers
5053,3,Core Everyday Shoppers
5054,3,Core Everyday Shoppers
5055,3,Core Everyday Shoppers
5057,3,Core Everyday Shoppers
5058,3,Core Everyday Shoppers
5060,3,Core Everyday Shoppers
5061,0,High-Value Families
5062,3,Core Everyday Shoppers
5065,3,Core Everyday Shoppers
5066,2,Tech-Savvy Singles
5067,3,Core Everyday Shoppers
5069,3,Core Everyday Shoppers
5070,4,Pet and Home Essentials
5071,3,Core Everyday Shoppers
5072,4,Pet and Home Essentials
5074,4,Pet and Home Essentials
5075,1,Budget-Conscious Shoppers
5076,3,Core Everyday Shoppers
5077,1,Budget-Conscious Shoppers
5078,4,Pet and Home Essentials
5081,3,Core Everyday Shoppers
5082,3,Core Everyday Shoppers
5083,3,Core Everyday Shoppers
5084,0,High-Value Families
5085,2,Tech-Savvy Singles
5086,3,Core Everyday Shoppers
5087,4,Pet and Home Essentials
5088,3,Core Everyday Shoppers
5089,3,Core Everyday Shoppers
5091,3,Core Everyday Shoppers
5092,3,Core Everyday Shoppers
5093,1,Budget-Conscious Shoppers
5094,3,Core Everyday Shoppers
5096,4,Pet and Home Essentials
5097,0,High-Value Families
5098,0,High-Value Families
5100,3,Core Everyday Shoppers
5101,2,Tech-Savvy Singles
5103,3,Core Everyday Shoppers
5104,3,Core Everyday Shoppers
5105,0,High-Value Families
5106,2,Tech-Savvy Singles
5107,4,Pet and Home Essentials
5108,3,Core Everyday Shoppers
5109,4,Pet and Home Essentials
5110,3,Core Everyday Shoppers
5111,0,High-Value Families
5112,0,High-Value Families
5114,3,Core Everyday Shoppers
5115,3,Core Everyday Shoppers
5116,4,Pet and Home Essentials
5117,3,Core Everyday Shoppers
5118,3,Core Everyday Shoppers
5119,3,Core Everyday Shoppers
5120,0,High-Value Families
5121,0,High-Value Families
5122,0,High-Value Families
5123,4,Pet and Home Essentials
5124,3,Core Everyday Shoppers
5125,3,Core Everyday Shoppers
5126,3,Core Everyday Shoppers
5127,0,High-Value Families
5128,0,High-Value Families
5129,3,Core Everyday Shoppers
5130,3,Core Everyday Shoppers
5132,4,Pet and Home Essentials
5133,3,Core Everyday Shoppers
5134,1,Budget-Conscious Shoppers
5135,3,Core Everyday Shoppers
5136,1,Budget-Conscious Shoppers
5137,3,Core Everyday Shoppers
5138,3,Core Everyday Shoppers
5139,0,High-Value Families
5140,4,Pet and Home Essentials
5141,3,Core Everyday Shoppers
5142,3,Core Everyday Shoppers
5143,4,Pet and Home Essentials
5144,4,Pet and Home Essentials
5145,4,Pet and Home Essentials
5147,0,High-Value Families
5148,3,Core Everyday Shoppers
5149,4,Pet and Home Essentials
5151,3,Core Everyday Shoppers
5152,4,Pet and Home Essentials
5154,3,Core Everyday Shoppers
5155,4,Pet and Home Essentials
5156,4,Pet and Home Essentials
5157,3,Core Everyday Shoppers
5159,3,Core Everyday Shoppers
5160,4,Pet and Home Essentials
5161,1,Budget-Conscious Shoppers
5162,3,Core Everyday Shoppers
5163,0,High-Value Families
5164,4,Pet and Home Essentials
5165,1,Budget-Conscious Shoppers
5166,3,Core Everyday Shoppers
5167,3,Core Everyday Shoppers
5168,2,Tech-Savvy Singles
5169,3,Core Everyday Shoppers
5170,3,Core Everyday Shoppers
5172,3,Core Everyday Shoppers
5173,0,High-Value Families
5174,4,Pet and Home Essentials
5175,0,High-Value Families
5176,3,Core Everyday Shoppers
5177,3,Core Everyday Shoppers
5178,3,Core Everyday Shoppers
5179,4,Pet and Home Essentials
5180,3,Core Everyday Shoppers
5181,4,Pet and Home Essentials
5182,4,Pet and Home Essentials
5183,3,Core Everyday Shoppers
5184,3,Core Everyday Shoppers
5185,0,High-Value Families
5186,3,Core Everyday Shoppers
5187,3,Core Everyday Shoppers
5188,4,Pet and Home Essentials
5189,3,Core Everyday Shoppers
5190,0,High-Value Families
5192,3,Core Everyday Shoppers
5193,2,Tech-Savvy Singles
5194,0,High-Value Families
5195,4,Pet and Home Essentials
5196,2,Tech-Savvy Singles
5197,4,Pet and Home Essentials
5198,0,High-Value Families
5199,3,Core Everyday Shoppers
5200,4,Pet and Home Essentials
5201,4,Pet and Home Essentials
5202,4,Pet and Home Essentials
5204,3,Core Everyday Shoppers
5205,2,Tech-Savvy Singles
5208,1,Budget-Conscious Shoppers
5209,0,High-Value Families
5210,0,High-Value Families
5211,3,Core Everyday Shoppers
5212,3,Core Everyday Shoppers
5213,2,Tech-Savvy Singles
5214,1,Budget-Conscious Shoppers
5216,0,High-Value Families
5218,3,Core Everyday Shoppers
5219,2,Tech-Savvy Singles
5220,3,Core Everyday Shoppers
5221,1,Budget-Conscious Shoppers
5222,3,Core Everyday Shoppers
5224,3,Core Everyday Shoppers
5225,3,Core Everyday Shoppers
5226,3,Core Everyday Shoppers
5227,4,Pet and Home Essentials
5228,2,Tech-Savvy Singles
5229,3,Core Everyday Shoppers
5230,3,Core Everyday Shoppers
5231,0,High-Value Families
5232,3,Core Everyday Shoppers
5233,4,Pet and Home Essentials
5234,4,Pet and Home Essentials
5235,1,Budget-Conscious Shoppers
5236,3,Core Everyday Shoppers
5237,3,Core Everyday Shoppers
5239,0,High-Value Families
5240,4,Pet and Home Essentials
5241,3,Core Everyday Shoppers
5243,3,Core Everyday Shoppers
5245,3,Core Everyday Shoppers
5246,3,Core Everyday Shoppers
5247,0,High-Value Families
5248,0,High-Value Families
5249,0,High-Value Families
5250,3,Core Everyday Shoppers
5251,4,Pet and Home Essentials
5252,3,Core Everyday Shoppers
5254,3,Core Everyday Shoppers
5256,3,Core Everyday Shoppers
5257,0,High-Value Families
5258,0,High-Value Families
5259,3,Core Everyday Shoppers
5260,0,High-Value Families
5262,4,Pet and Home Essentials
5263,0,High-Value Families
5264,3,Core Everyday Shoppers
5265,1,Budget-Conscious Shoppers
5266,0,High-Value Families
5267,3,Core Everyday Shoppers
5269,0,High-Value Families
5270,2,Tech-Savvy Singles
5272,3,Core Everyday Shoppers
5273,0,High-Value Families
5274,0,High-Value Families
5275,3,Core Everyday Shoppers
5276,0,High-Value Families
5277,2,Tech-Savvy Singles
5278,3,Core Everyday Shoppers
5279,0,High-Value Families
5280,1,Budget-Conscious Shoppers
5283,0,High-Value Families
5284,3,Core Everyday Shoppers
5286,2,Tech-Savvy Singles
5287,0,High-Value Families
5288,2,Tech-Savvy Singles
5290,3,Core Everyday Shoppers
5291,0,High-Value Families
5292,3,Core Everyday Shoppers
5293,1,Budget-Conscious Shoppers
5294,3,Core Everyday Shoppers
5295,3,Core Everyday Shoppers
5296,4,Pet and Home Essentials
5297,3,Core Everyday Shoppers
5298,3,Core Everyday Shoppers
5300,3,Core Everyday Shoppers
5301,2,Tech-Savvy Singles
5302,3,Core Everyday Shoppers
5303,3,Core Everyday Shoppers
5304,4,Pet and Home Essentials
5305,0,High-Value Families
5307,0,High-Value Families
5308,3,Core Everyday Shoppers
5309,3,Core Everyday Shoppers
5311,2,Tech-Savvy Singles
5312,3,Core Everyday Shoppers
5313,3,Core Everyday Shoppers
5314,3,Core Everyday Shoppers
5315,3,Core Everyday Shoppers
5316,4,Pet and Home Essentials
5317,4,Pet and Home Essentials
5318,3,Core Everyday Shoppers
5320,3,Core Everyday Shoppers
5321,3,Core Everyday Shoppers
5324,3,Core Everyday Shoppers
5325,2,Tech-Savvy Singles
5327,3,Core Everyday Shoppers
5329,3,Core Everyday Shoppers
5331,0,High-Value Families
5332,0,High-Value Families
5333,4,Pet and Home Essentials
5334,3,Core Everyday Shoppers
5335,3,Core Everyday Shoppers
5336,3,Core Everyday Shoppers
5337,0,High-Value Families
5338,4,Pet and Home Essentials
5339,3,Core Everyday Shoppers
5340,3,Core Everyday Shoppers
5341,3,Core Everyday Shoppers
5342,0,High-Value Families
5343,3,Core Everyday Shoppers
5344,4,Pet and Home Essentials
5345,0,High-Value Families
5346,4,Pet and Home Essentials
5349,3,Core Everyday Shoppers
5350,3,Core Everyday Shoppers
5351,3,Core Everyday Shoppers
5352,0,High-Value Families
5353,4,Pet and Home Essentials
5354,0,High-Value Families
5357,3,Core Everyday Shoppers
5358,3,Core Everyday Shoppers
5359,4,Pet and Home Essentials
5360,1,Budget-Conscious Shoppers
5361,3,Core Everyday Shoppers
5362,4,Pet and Home Essentials
5363,4,Pet and Home Essentials
5364,4,Pet and Home Essentials
5366,0,High-Value Families
5367,1,Budget-Conscious Shoppers
5368,3,Core Everyday Shoppers
5369,0,High-Value Families
5370,0,High-Value Families
5371,3,Core Everyday Shoppers
5372,4,Pet and Home Essentials
5373,3,Core Everyday Shoppers
5374,1,Budget-Conscious Shoppers
5376,3,Core Everyday Shoppers
5377,2,Tech-Savvy Singles
5378,0,High-Value Families
5379,4,Pet and Home Essentials
5380,2,Tech-Savvy Singles
5381,3,Core Everyday Shoppers
5382,4,Pet and Home Essentials
5383,3,Core Everyday Shoppers
5384,4,Pet and Home Essentials
5385,2,Tech-Savvy Singles
5386,3,Core Everyday Shoppers
5387,3,Core Everyday Shoppers
5388,2,Tech-Savvy Singles
5389,3,Core Everyday Shoppers
5390,1,Budget-Conscious Shoppers
5392,2,Tech-Savvy Singles
5393,3,Core Everyday Shoppers
5394,3,Core Everyday Shoppers
5395,4,Pet and Home Essentials
5397,3,Core Everyday Shoppers
5398,0,High-Value Families
5399,3,Core Everyday Shoppers
5401,0,High-Value Families
5402,0,High-Value Families
5403,3,Core Everyday Shoppers
5404,0,High-Value Families
5405,3,Core Everyday Shoppers
5406,3,Core Everyday Shoppers
5408,2,Tech-Savvy Singles
5409,4,Pet and Home Essentials
5411,3,Core Everyday Shoppers
5413,3,Core Everyday Shoppers
5416,1,Budget-Conscious Shoppers
5417,0,High-Value Families
5419,0,High-Value Families
5421,3,Core Everyday Shoppers
5422,4,Pet and Home Essentials
5423,2,Tech-Savvy Singles
5424,1,Budget-Conscious Shoppers
5425,2,Tech-Savvy Singles
5426,3,Core Everyday Shoppers
5427,4,Pet and Home Essentials
5428,0,High-Value Families
5430,0,High-Value Families
5431,4,Pet and Home Essentials
5433,4,Pet and Home Essentials
5434,2,Tech-Savvy Singles
5435,1,Budget-Conscious Shoppers
5436,3,Core Everyday Shoppers
5437,4,Pet and Home Essentials
5438,0,High-Value Families
5439,2,Tech-Savvy Singles
5440,4,Pet and Home Essentials
5441,4,Pet and Home Essentials
5442,0,High-Value Families
5443,3,Core Everyday Shoppers
5444,2,Tech-Savvy Singles
5445,4,Pet and Home Essentials
5446,4,Pet and Home Essentials
5448,3,Core Everyday Shoppers
5450,2,Tech-Savvy Singles
5451,2,Tech-Savvy Singles
5452,0,High-Value Families
5453,3,Core Everyday Shoppers
5454,0,High-Value Families
5455,0,High-Value Families
5456,3,Core Everyday Shoppers
5457,3,Core Everyday Shoppers
5458,0,High-Value Families
5459,2,Tech-Savvy Singles
5460,2,Tech-Savvy Singles
5464,3,Core Everyday Shoppers
5465,0,High-Value Families
5466,3,Core Everyday Shoppers
5467,1,Budget-Conscious Shoppers
5469,3,Core Everyday Shoppers
5470,3,Core Everyday Shoppers
5471,1,Budget-Conscious Shoppers
5472,0,High-Value Families
5473,0,High-Value Families
5474,0,High-Value Families
5475,3,Core Everyday Shoppers
5476,3,Core Everyday Shoppers
5477,3,Core Everyday Shoppers
5479,3,Core Everyday Shoppers
5480,0,High-Value Families
5481,3,Core Everyday Shoppers
5483,0,High-Value Families
5484,3,Core Everyday Shoppers
5485,0,High-Value Families
5486,4,Pet and Home Essentials
5487,1,Budget-Conscious Shoppers
5488,3,Core Everyday Shoppers
5489,3,Core Everyday Shoppers
5491,3,Core Everyday Shoppers
5492,1,Budget-Conscious Shoppers
5493,3,Core Everyday Shoppers
5494,4,Pet and Home Essentials
5495,4,Pet and Home Essentials
5496,3,Core Everyday Shoppers
5498,4,Pet and Home Essentials
5501,3,Core Everyday Shoppers
5503,4,Pet and Home Essentials
5504,4,Pet and Home Essentials
5505,0,High-Value Families
5506,3,Core Everyday Shoppers
5507,3,Core Everyday Shoppers
5508,3,Core Everyday Shoppers
5511,4,Pet and Home Essentials
5512,0,High-Value Families
5513,1,Budget-Conscious Shoppers
5514,4,Pet and Home Essentials
5515,2,Tech-Savvy Singles
5516,3,Core Everyday Shoppers
5517,3,Core Everyday Shoppers
5518,3,Core Everyday Shoppers
5519,0,High-Value Families
5520,3,Core Everyday Shoppers
5521,4,Pet and Home Essentials
5523,3,Core Everyday Shoppers
5524,4,Pet and Home Essentials
5525,1,Budget-Conscious Shoppers
5526,3,Core Everyday Shoppers
5528,3,Core Everyday Shoppers
5529,0,High-Value Families
5531,3,Core Everyday Shoppers
5532,2,Tech-Savvy Singles
5534,0,High-Value Families
5535,3,Core Everyday Shoppers
5536,4,Pet and Home Essentials
5537,3,Core Everyday Shoppers
5538,1,Budget-Conscious Shoppers
5539,1,Budget-Conscious Shoppers
5540,4,Pet and Home Essentials
5541,0,High-Value Families
5543,3,Core Everyday Shoppers
5544,2,Tech-Savvy Singles
5545,3,Core Everyday Shoppers
5546,2,Tech-Savvy Singles
5549,3,Core Everyday Shoppers
5550,0,High-Value Families
5551,1,Budget-Conscious Shoppers
5552,0,High-Value Families
5553,0,High-Value Families
5554,3,Core Everyday Shoppers
5555,3,Core Everyday Shoppers
5556,3,Core Everyday Shoppers
5557,3,Core Everyday Shoppers
5559,3,Core Everyday Shoppers
5560,0,High-Value Families
5561,1,Budget-Conscious Shoppers
5562,0,High-Value Families
5563,3,Core Everyday Shoppers
5564,4,Pet and Home Essentials
5565,2,Tech-Savvy Singles
5566,3,Core Everyday Shoppers
5567,3,Core Everyday Shoppers
5568,3,Core Everyday Shoppers
5569,2,Tech-Savvy Singles
5570,0,High-Value Families
5571,3,Core Everyday Shoppers
5572,4,Pet and Home Essentials
5573,4,Pet and Home Essentials
5574,1,Budget-Conscious Shoppers
5576,0,High-Value Families
5577,0,High-Value Families
5579,4,Pet and Home Essentials
5580,3,Core Everyday Shoppers
5581,4,Pet and Home Essentials
5582,4,Pet and Home Essentials
5583,0,High-Value Families
5584,3,Core Everyday Shoppers
5585,2,Tech-Savvy Singles
5587,0,High-Value Families
5588,0,High-Value Families
5589,4,Pet and Home Essentials
5590,2,Tech-Savvy Singles
5591,3,Core Everyday Shoppers
5592,4,Pet and Home Essentials
5596,0,High-Value Families
5597,4,Pet and Home Essentials
5598,0,High-Value Families
5599,3,Core Everyday Shoppers
5600,3,Core Everyday Shoppers
5601,4,Pet and Home Essentials
5602,0,High-Value Families
5603,2,Tech-Savvy Singles
5604,0,High-Value Families
5605,3,Core Everyday Shoppers
5606,0,High-Value Families
5607,2,Tech-Savvy Singles
5608,0,High-Value Families
5609,0,High-Value Families
5610,3,Core Everyday Shoppers
5611,0,High-Value Families
5612,1,Budget-Conscious Shoppers
5613,2,Tech-Savvy Singles
5614,0,High-Value Families
5615,3,Core Everyday Shoppers
5616,3,Core Everyday Shoppers
5617,3,Core Everyday Shoppers
5618,4,Pet and Home Essentials
5619,0,High-Value Families
5620,0,High-Value Families
5621,3,Core Everyday Shoppers
5623,4,Pet and Home Essentials
5624,3,Core Everyday Shoppers
5625,3,Core Everyday Shoppers
5626,0,High-Value Families
5627,0,High-Value Families
5628,3,Core Everyday Shoppers
5629,0,High-Value Families
5630,4,Pet and Home Essentials
5631,4,Pet and Home Essentials
5632,1,Budget-Conscious Shoppers
5633,1,Budget-Conscious Shoppers
5634,4,Pet and Home Essentials
5635,3,Core Everyday Shoppers
5636,3,Core Everyday Shoppers
5637,3,Core Everyday Shoppers
5639,1,Budget-Conscious Shoppers
5640,2,Tech-Savvy Singles
5641,4,Pet and Home Essentials
5642,4,Pet and Home Essentials
5643,3,Core Everyday Shoppers
5645,0,High-Value Families
5646,0,High-Value Families
5647,3,Core Everyday Shoppers
5648,0,High-Value Families
5649,3,Core Everyday Shoppers
5651,3,Core Everyday Shoppers
5652,4,Pet and Home Essentials
5653,3,Core Everyday Shoppers
5654,3,Core Everyday Shoppers
5655,3,Core Everyday Shoppers
5656,0,High-Value Families
5657,1,Budget-Conscious Shoppers
5658,3,Core Everyday Shoppers
5659,4,Pet and Home Essentials
5660,3,Core Everyday Shoppers
5661,3,Core Everyday Shoppers
5662,3,Core Everyday Shoppers
5663,4,Pet and Home Essentials
5664,4,Pet and Home Essentials
5665,1,Budget-Conscious Shoppers
5666,4,Pet and Home Essentials
5667,0,High-Value Families
5668,4,Pet and Home Essentials
5669,4,Pet and Home Essentials
5670,2,Tech-Savvy Singles
5672,1,Budget-Conscious Shoppers
5673,3,Core Everyday Shoppers
5674,1,Budget-Conscious Shoppers
5675,3,Core Everyday Shoppers
5678,3,Core Everyday Shoppers
5679,0,High-Value Families
5680,3,Core Everyday Shoppers
5681,3,Core Everyday Shoppers
5682,3,Core Everyday Shoppers
5683,0,High-Value Families
5685,0,High-Value Families
5686,3,Core Everyday Shoppers
5687,2,Tech-Savvy Singles
5689,0,High-Value Families
5690,3,Core Everyday Shoppers
5691,1,Budget-Conscious Shoppers
5692,1,Budget-Conscious Shoppers
5693,4,Pet and Home Essentials
5696,0,High-Value Families
5697,3,Core Everyday Shoppers
5699,3,Core Everyday Shoppers
5700,3,Core Everyday Shoppers
5701,3,Core Everyday Shoppers
5703,0,High-Value Families
5704,4,Pet and Home Essentials
5705,3,Core Everyday Shoppers
5706,3,Core Everyday Shoppers
5707,3,Core Everyday Shoppers
5709,1,Budget-Conscious Shoppers
5710,3,Core Everyday Shoppers
5711,3,Core Everyday Shoppers
5712,3,Core Everyday Shoppers
5713,0,High-Value Families
5714,0,High-Value Families
5715,3,Core Everyday Shoppers
5716,2,Tech-Savvy Singles
5717,3,Core Everyday Shoppers
5718,3,Core Everyday Shoppers
5719,0,High-Value Families
5721,3,Core Everyday Shoppers
5723,1,Budget-Conscious Shoppers
5724,3,Core Everyday Shoppers
5725,0,High-Value Families
5727,0,High-Value Families
5729,3,Core Everyday Shoppers
5730,4,Pet and Home Essentials
5731,3,Core Everyday Shoppers
5732,4,Pet and Home Essentials
5733,4,Pet and Home Essentials
5734,0,High-Value Families
5735,3,Core Everyday Shoppers
5736,1,Budget-Conscious Shoppers
5737,2,Tech-Savvy Singles
5739,4,Pet and Home Essentials
5740,2,Tech-Savvy Singles
5741,3,Core Everyday Shoppers
5742,3,Core Everyday Shoppers
5744,3,Core Everyday Shoppers
5746,3,Core Everyday Shoppers
5747,2,Tech-Savvy Singles
5748,0,High-Value Families
5749,3,Core Everyday Shoppers
5750,0,High-Value Families
5751,0,High-Value Families
5752,3,Core Everyday Shoppers
5753,4,Pet and Home Essentials
5754,3,Core Everyday Shoppers
5755,3,Core Everyday Shoppers
5756,3,Core Everyday Shoppers
5757,2,Tech-Savvy Singles
5758,0,High-Value Families
5759,3,Core Everyday Shoppers
5760,4,Pet and Home Essentials
5762,3,Core Everyday Shoppers
5765,4,Pet and Home Essentials
5766,3,Core Everyday Shoppers
5767,0,High-Value Families
5768,0,High-Value Families
5769,3,Core Everyday Shoppers
5770,3,Core Everyday Shoppers
5771,0,High-Value Families
5772,3,Core Everyday Shoppers
5774,1,Budget-Conscious Shoppers
5775,2,Tech-Savvy Singles
5776,4,Pet and Home Essentials
5777,3,Core Everyday Shoppers
5778,0,High-Value Families
5780,0,High-Value Families
5782,0,High-Value Families
5783,0,High-Value Families
5784,4,Pet and Home Essentials
5785,3,Core Everyday Shoppers
5786,2,Tech-Savvy Singles
5787,0,High-Value Families
5788,0,High-Value Families
5789,3,Core Everyday Shoppers
5790,3,Core Everyday Shoppers
5792,0,High-Value Families
5793,1,Budget-Conscious Shoppers
5794,4,Pet and Home Essentials
